cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Growth,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_Atasan,Kategori_ZScore,Kategori_IQR,Kategori_Final
Store-0422,-3.575788736,105.0091211,68,367062185,599053717,231991532,63.2,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0423,-6.582246223,104.8199689,69,50000000,78855770,28855770,57.71,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0424,-4.751443574,107.347023,1,123931198,172874367,48943168,39.49,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0425,-5.240736076,109.7171934,68,59193302,96412390,37219088,62.88,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0426,-4.155852664,104.3060455,12,104338616,65477686,-38860930,-37.25,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0427,-7.656185191,106.9997996,60,85564779,114608720,29043941,33.94,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0428,-5.17972281,107.9176413,27,50000000,57496511,7496511,14.99,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0429,-4.62116327,108.578364,56,75330664,115915273,40584609,53.88,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0430,-8.84690923,107.2867039,106,50000000,756033667,706033667,1412.07,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0431,-7.983687769,105.9280304,23,94295922,98635688,4339767,4.6,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0432,-9.267648267,104.7766244,25,78522446,111216319,32693873,41.64,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0433,-6.612910252,107.0609597,21,96320921,149342474,53021553,55.05,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0434,-5.132486616,104.1652525,61,123885833,115543599,-8342234,-6.73,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0435,-3.955264422,99.54222379,63,81864165,96237034,14372869,17.56,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0436,-6.097657829,107.9369995,52,71761139,55731405,-16029734,-22.34,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0437,-3.765876682,109.1054371,88,50000000,10038780,-39961220,-79.92,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0438,-8.278952187,100.9382689,25,50000000,64009193,14009193,28.02,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0439,-8.763873659,104.3212732,109,133824630,193184170,59359540,44.36,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0440,-6.292121548,108.3934857,55,155444800,202828529,47383729,30.48,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0441,-5.632701827,111.9893387,46,56918657,23915815,-33002843,-57.98,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0442,-6.257842122,106.8975843,32,67497536,71524454,4026918,5.97,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0443,-9.30996315,105.0255926,55,50000000,15633045,-34366955,-68.73,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0444,-6.342480059,106.3883589,96,132706981,231955937,99248956,74.79,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0445,-8.165504251,110.282791,5,97879736,74934589,-22945147,-23.44,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0446,-5.204291177,105.2306896,36,210444067,358209777,147765710,70.22,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0447,-5.658902631,104.84762,110,50000000,78917393,28917393,57.83,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0448,-7.618619679,105.6387412,106,52336012,43949892,-8386121,-16.02,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0449,-6.979600376,104.4622785,49,75441460,56346172,-19095288,-25.31,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0450,-7.797620283,107.1522758,106,96774465,129692114,32917649,34.01,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0451,-6.302818646,110.9072961,58,57690289,49744628,-7945661,-13.77,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0452,-4.776086519,107.6532982,39,50000000,62049693,12049693,24.1,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0453,-7.68738907,106.2147162,80,111423021,112188382,765361,0.69,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0454,-5.452730227,106.1160718,97,101207277,49342255,-51865022,-51.25,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0455,-7.004186428,102.937623,113,50000000,15390640,-34609360,-69.22,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0456,-7.398109248,109.0533744,85,148080363,191123431,43043067,29.07,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0457,-6.36934554,106.651007,61,132503448,129240803,-3262645,-2.46,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0458,-7.761663484,106.3944002,9,71169712,69658358,-1511355,-2.12,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0459,-7.039273958,114.8283689,6,68871893,101816456,32944563,47.83,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0460,-8.005616839,107.5924823,115,91553555,152837391,61283836,66.94,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0461,-3.261712301,104.9661224,109,50000000,54549106,4549106,9.1,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0462,-6.155904672,105.779706,35,66853812,71116446,4262634,6.38,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0463,-7.258388262,109.7167143,39,50000000,70002861,20002861,40.01,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0464,-5.887830134,107.128776,22,111092460,73012828,-38079632,-34.28,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0465,-6.377292075,103.2499051,41,50000000,64463061,14463061,28.93,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0466,-6.540254399,109.1436723,118,161829181,229919519,68090338,42.08,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0467,-5.28754995,105.1752398,5,53861578,79289203,25427625,47.21,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0468,-5.072538435,111.5288444,42,57828935,24594583,-33234351,-57.47,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0469,-7.004551721,109.5457202,87,50000000,44772895,-5227105,-10.45,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0470,-7.072527361,105.7272953,81,55238828,46880901,-8357928,-15.13,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0471,-6.621377546,110.0481409,76,153793109,190696501,36903392,24,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0472,-9.661681747,107.0152388,87,50000000,69614892,19614892,39.23,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0473,-8.481586593,108.9775342,80,141269395,254099024,112829629,79.87,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0474,-4.158488599,108.057432,67,80423267,80585224,161957,0.2,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0475,-3.74134843,104.7297084,30,50000000,50048550,48550,0.1,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0476,-6.582354059,105.2367254,57,50000000,82993440,32993440,65.99,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0477,-5.343964555,109.420502,86,179526936,236729743,57202807,31.86,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0478,-5.741924768,106.0086617,73,50000000,85353030,35353030,70.71,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0479,-1.590478787,105.8364788,29,50000000,65774560,15774560,31.55,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0480,-4.529437633,104.4577936,111,129914711,95767065,-34147646,-26.28,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0481,-6.400676387,107.9045977,37,80448817,53639141,-26809676,-33.33,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0482,-7.642110661,112.0019123,87,50000000,28969755,-21030245,-42.06,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0483,-8.61846948,104.1767677,13,74773566,109529870,34756304,46.48,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0484,-5.903604546,106.9061486,32,50000000,83771936,33771936,67.54,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0485,-7.343326118,110.3761514,46,127101030,246543569,119442539,93.97,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0486,-8.342180564,106.6464965,116,124127842,190814549,66686707,53.72,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0487,-7.178659326,107.9765295,111,90350194,150445309,60095115,66.51,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0488,-7.831122005,104.1896162,112,81572001,159927373,78355372,96.06,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0489,-3.678087547,107.9163677,23,188897080,139299068,-49598012,-26.26,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0490,-4.886340365,106.3777393,45,65647613,101099407,35451794,54,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0491,-6.220758962,109.309925,17,50000000,68353615,18353615,36.71,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0492,-3.988883792,109.8140651,119,85985080,106877541,20892461,24.3,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0493,-6.092747539,113.3195091,104,229549266,377523184,147973918,64.46,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0494,-7.500726302,108.2946829,85,50000000,66463710,16463710,32.93,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0495,-3.924113884,107.6600908,66,52858143,90573842,37715699,71.35,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0496,-5.400434934,107.3315608,101,84297909,144823322,60525413,71.8,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0497,-7.764669231,105.9626843,6,63570310,90122874,26552564,41.77,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0498,-6.494308017,107.6918096,108,50000000,76916057,26916057,53.83,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0499,-7.52222738,106.1070965,18,128715450,180925657,52210207,40.56,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0500,-8.282999596,107.2667524,94,264149142,268251935,4102793,1.55,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0501,-4.819533679,110.1395938,22,73859772,110983604,37123832,50.26,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0502,-3.344675039,104.3292436,118,50000000,32110099,-17889901,-35.78,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0503,-8.306651361,109.6952964,33,50000000,81077831,31077831,62.16,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0504,-5.364346145,110.1383877,30,76651949,55357334,-21294615,-27.78,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0505,-7.184763854,106.5504287,81,127334292,167358174,40023882,31.43,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0506,-6.939488076,101.5409628,107,87320922,75265257,-12055665,-13.81,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0507,-7.097390886,105.326045,32,65565336,369388677,303823341,463.39,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0508,-7.504786155,110.0880864,42,50000000,59321495,9321495,18.64,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0509,-6.136017558,106.7884298,115,50000000,28104881,-21895119,-43.79,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0510,-7.455225175,104.3473444,78,108347130,148249195,39902065,36.83,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0511,-5.803114761,105.5836627,10,113607828,110066864,-3540964,-3.12,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0512,-6.284157164,108.9471501,111,50000000,77622934,27622934,55.25,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0513,-6.56722207,108.2124339,115,170441619,204620324,34178705,20.05,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0514,-7.570145493,106.2482698,36,92659564,125847291,33187727,35.82,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0515,-7.073956996,105.928539,34,152055598,124225229,-27830368,-18.3,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0516,-5.075713161,105.8662046,73,50000000,48213355,-1786645,-3.57,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0517,-5.457424219,104.5395745,106,50000000,50827227,827227,1.65,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0518,-7.675132867,110.8840392,28,60045815,92631538,32585723,54.27,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0519,-6.059801542,106.0397988,11,88779884,166102799,77322915,87.1,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0520,-5.081719315,109.8884963,78,192925853,169375645,-23550208,-12.21,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0521,-8.712907922,110.6488901,39,100297101,163558420,63261319,63.07,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0522,-5.393759711,109.3413772,119,56762771,18852564,-37910207,-66.79,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0523,-7.202735638,105.7665492,47,50000000,36116212,-13883788,-27.77,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0524,-5.352901997,107.8549252,118,137344145,574346088,437001943,318.18,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-0525,-7.353688735,106.785111,19,50000000,32949826,-17050174,-34.1,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0526,-8.916123151,104.5863453,118,174438209,98830522,-75607687,-43.34,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0527,-8.650113657,107.6564982,15,55360074,75577549,20217475,36.52,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0528,-6.13667258,103.8980005,28,170517629,190020228,19502599,11.44,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0529,-5.819216247,109.8147985,24,98676637,133387345,34710707,35.18,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0530,-7.565274938,105.6840568,72,60478755,89278078,28799322,47.62,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0531,-5.250911312,107.3484991,107,50000000,65312340,15312340,30.62,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0532,-8.701080093,107.5538197,9,53514076,78296726,24782650,46.31,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0533,-6.307919698,106.1983376,47,84900455,99519217,14618762,17.22,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0534,-8.0253243,108.3123345,33,68771082,49872971,-18898112,-27.48,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0535,-7.186554162,105.6583409,62,50000000,81156284,31156284,62.31,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0536,-6.137701993,109.0238432,97,59448512,57329479,-2119033,-3.56,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0537,-7.499420048,103.4806508,19,68829722,56836933,-11992789,-17.42,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0538,-6.785633316,107.1615489,67,50000000,56441642,6441642,12.88,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0539,-4.699360786,111.6929225,74,86434795,72162304,-14272491,-16.51,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0540,-7.074137804,104.3447717,40,50000000,51651392,1651392,3.3,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0541,-4.955261832,105.1512376,47,50000000,66881078,16881078,33.76,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0542,-7.903360282,108.1303696,106,50000000,66966835,16966835,33.93,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0543,-5.414093733,107.2945545,65,50000000,42043399,-7956601,-15.91,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0544,-4.046447069,107.7221752,29,50000000,50245893,245893,0.49,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0545,-9.91626675,108.0685678,50,50000000,81486660,31486660,62.97,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0546,-7.404142883,108.4324037,98,211970036,296452823,84482787,39.86,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0547,-5.343191809,109.6198496,115,50000000,101501301,51501301,103,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0548,-6.513368079,107.8701466,13,73049662,122142779,49093118,67.21,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0549,-5.65208119,106.2424559,118,83494292,48622686,-34871606,-41.77,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0550,-7.11477778,108.5270343,1,71031863,45805080,-25226783,-35.51,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0551,-6.078915319,111.5953048,34,62678806,94365709,31686903,50.55,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0552,-6.442315853,106.5140156,93,50000000,58937864,8937864,17.88,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0553,-4.457126908,104.4092767,48,156811739,153613921,-3197818,-2.04,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0554,-5.827168735,109.6133017,111,194184246,246071468,51887222,26.72,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0555,-5.702396007,106.5446471,77,50000000,78904231,28904231,57.81,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0556,-6.826615449,101.4139261,48,50000000,33529224,-16470776,-32.94,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0557,-6.940209336,108.9641542,49,55512223,47108254,-8403969,-15.14,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0558,-6.857637282,105.5072795,117,50000000,74849178,24849178,49.7,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0559,-5.617121786,106.6192668,64,88949498,84054161,-4895337,-5.5,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0560,-6.840276721,107.6755508,61,50000000,64333662,14333662,28.67,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0561,-5.774137715,107.3218492,29,240693197,259626118,18932920,7.87,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0562,-3.095698802,108.6192295,39,134131223,149214749,15083525,11.25,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0563,-4.902112945,105.7568841,88,74592045,112372706,37780661,50.65,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0564,-6.697835298,108.1283645,26,121593219,95319661,-26273557,-21.61,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0565,-4.406979117,106.1967333,17,127488950,252183092,124694141,97.81,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0566,-6.82091306,108.6926262,71,50000000,23578279,-26421721,-52.84,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0567,-9.265986803,108.3840187,13,50000000,102395745,52395745,104.79,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0568,-7.720929466,104.5070032,69,68811803,92764142,23952340,34.81,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0569,-9.014987882,109.5605553,26,110109037,157866152,47757115,43.37,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0570,-6.736070226,105.5056914,49,71373431,82779598,11406167,15.98,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0571,-6.181172431,108.8657445,67,50000000,58852186,8852186,17.7,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0572,-3.694144032,107.7638183,7,50000000,68211002,18211002,36.42,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0573,-5.718408939,111.4410592,58,62809462,69566014,6756553,10.76,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0574,-6.537450793,106.286935,49,62745702,110261297,47515595,75.73,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0575,-4.964691628,105.972308,103,214436734,329318994,114882260,53.57,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0576,-9.525502964,106.797051,53,50000000,77456487,27456487,54.91,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0577,-5.855378163,106.0876505,65,88929417,72347399,-16582018,-18.65,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0578,-5.052502209,108.8454548,113,160445979,187440154,26994174,16.82,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0579,-8.426679369,102.8048235,62,256559162,277036078,20476916,7.98,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0580,-4.493168935,104.211394,17,51513865,41095672,-10418192,-20.22,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0581,-5.701055389,104.1760927,43,88177084,118515792,30338708,34.41,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0582,-6.831731871,109.221369,25,92420208,72339210,-20080998,-21.73,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0583,-5.259627201,111.1221334,3,73830984,107952825,34121841,46.22,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0584,-2.802760713,106.584477,79,61879090,47765916,-14113174,-22.81,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0585,-5.936000617,106.4235457,29,85291489,160997601,75706111,88.76,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0586,-5.836469121,107.0207304,117,50000000,42073347,-7926653,-15.85,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0587,-6.897841349,109.7502958,107,98862613,127307456,28444843,28.77,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0588,-7.483566554,104.5272172,32,70823877,107421670,36597794,51.67,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0589,-4.963296275,107.4415225,26,57455142,55831680,-1623462,-2.83,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0590,-7.492925739,109.2835941,16,224215302,345512968,121297666,54.1,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0591,-6.101450644,108.0983354,25,50000000,35416328,-14583672,-29.17,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0592,-6.92528617,107.319554,54,51554724,91811080,40256356,78.08,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0593,-5.490330261,109.3482152,28,216896748,261503669,44606921,20.57,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0594,-5.708306842,100.0875193,73,50000000,48071772,-1928228,-3.86,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0595,-4.652490084,108.5402883,120,50000000,54016365,4016365,8.03,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0596,-6.973824598,105.2104108,56,60115889,91590628,31474738,52.36,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0597,-6.613612403,102.2690178,65,108736783,105063425,-3673359,-3.38,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0598,-7.676945574,108.1236065,93,74378799,66960029,-7418770,-9.97,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0599,-6.87523989,110.2797464,86,50000000,55569268,5569268,11.14,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0600,-5.64284926,106.5019787,80,50000000,36460758,-13539242,-27.08,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0601,-5.073317075,109.2277864,41,50000000,96410878,46410878,92.82,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0602,-7.592047986,110.8762956,115,62687171,61022335,-1664836,-2.66,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0603,-4.90439112,110.1328861,108,84774572,129929469,45154897,53.26,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0604,-4.175343212,110.9455113,51,84386961,108334970,23948010,28.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0605,-5.588647645,108.7009187,118,50000000,40309319,-9690681,-19.38,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0606,-3.393606281,107.0341841,105,124319397,148887162,24567765,19.76,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0607,-7.369483799,102.8406855,71,76403671,115644682,39241011,51.36,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0608,-8.075782055,106.2304438,78,150687578,169477635,18790058,12.47,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0609,-8.876880373,104.7374835,29,85713337,143762281,58048944,67.72,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0610,-3.964733533,112.2729568,83,127139285,204517036,77377752,60.86,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0611,-5.227251515,106.4058855,19,86870337,136174982,49304645,56.76,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0612,-6.292177006,107.153612,66,147263706,149640143,2376437,1.61,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0613,-5.788847061,108.2243134,41,89822888,68989639,-20833249,-23.19,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0614,-7.897033571,106.9546061,45,61913627,59100578,-2813048,-4.54,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0615,-2.540172031,111.0832276,15,256710829,328203865,71493036,27.85,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0616,-6.014968227,105.2889766,3,111934258,158758002,46823744,41.83,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0617,-6.044707808,107.3321186,11,92641397,30698713,-61942684,-66.86,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0618,-5.120150064,104.9894235,53,50000000,59837736,9837736,19.68,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0619,-5.487286152,103.5455437,46,50000000,63161785,13161785,26.32,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0620,-5.872973964,105.3161773,30,78266427,85230753,6964326,8.9,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0621,-7.394511683,106.753008,57,71650645,122989016,51338371,71.65,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0622,-5.501597464,105.7723444,104,50000000,68435601,18435601,36.87,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0623,-3.385763255,105.1145476,18,71455799,123195283,51739484,72.41,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0624,-4.190669931,103.3298063,51,170317714,189668496,19350782,11.36,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0625,-3.81902006,106.6378361,48,99656665,1955430766,1855774102,1862.17,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0626,-6.975623515,103.0837991,66,50000000,92701328,42701328,85.4,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0627,-7.69320723,108.7457399,96,61410704,105913651,44502948,72.47,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0628,-6.39748038,107.0516994,8,50000000,38157168,-11842832,-23.69,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0629,-6.125212632,103.2017213,22,52032550,57159295,5126745,9.85,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0630,-4.567512722,106.0725773,6,51229731,54402599,3172868,6.19,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0631,-8.747496945,104.965209,76,50000000,69785091,19785091,39.57,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0632,-3.914474521,107.6435363,111,50000000,73727071,23727071,47.45,Sedang,Tengah,Baik,Normal,Normal,High Performer
