cabang,Omset Jan25,Omset Mei26,Growth,latitude_cabang,longitude_cabang,Persen Growth,Kategori,lama_buka_bulan,Kategori_By_StdDev,Kategori_By_Percentile,Kategori_Atasan,Kategori_Hibrida,Kategori_Baru,Z_Score,Kategori_ZScore,Kategori_IQR
GRT010,829350000,796350000,-33000000,-7.040202,107.975029,-0.03979019714,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19341789276839016,Sedang,Rendah
IDM009,742850000,796000000,53150000,-6.459059,107.942096,0.07154876489,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.17176798862659692,Sedang,Sedang
KYB021,504600000,795150000,290550000,-6.352839,106.811426,0.5758026159,Sangat Baik,62,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07371563266377583,Sedang,Sedang
MDN005,178050000,794000000,615950000,-3.605031,98.69133,3.459421511,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.4870051745192215,Sedang,Extreme High
KYB002,756950000,793100000,36150000,-6.274773,106.846176,0.04775744765,Baik,123,Sedang,Sedang,Baik,Rendah,Rendah,-0.1763942194469831,Sedang,Sedang
IDM004,452200000,792700000,340500000,-6.465522,108.450705,0.7529854047,Sangat Baik,50,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.03926237099189142,Sedang,Tinggi
GGP023,619550000,791450000,171900000,-6.139683,106.716962,0.2774594464,Baik,48,Sedang,Sedang,Baik,Sedang,Sedang,-0.1317285771287456,Sedang,Sedang
TGR012,818900000,789650000,-29250000,-6.263253,106.46756,-0.03571864697,Kurang Baik,73,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19262617826628037,Sedang,Rendah
SRG013,487550000,788800000,301250000,-6.022857,106.318698,0.6178853451,Sangat Baik,43,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.065532629727575,Sedang,Sedang
BGR010,748100000,788350000,40250000,-6.572155,106.740453,0.05380296752,Baik,62,Sedang,Sedang,Baik,Rendah,Rendah,-0.17521866577478756,Sedang,Sedang
BKS018,824850000,788000000,-36850000,-6.205589,107.008407,-0.04467478936,Kurang Baik,97,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.1943677036109437,Sedang,Rendah
BKS036,622300000,787250000,164950000,-6.320898,107.035456,0.2650650812,Baik,72,Sedang,Sedang,Baik,Sedang,Sedang,-0.13413866622591245,Sedang,Sedang
SBM004,684050000,786950000,102900000,-6.884532,106.778833,0.1504276003,Baik,62,Sedang,Sedang,Baik,Sedang,Sedang,-0.15642996863515274,Sedang,Sedang
BKS028,737050000,784150000,47100000,-6.268605,107.006783,0.06390339868,Baik,81,Sedang,Sedang,Baik,Rendah,Rendah,-0.17325463303712058,Sedang,Sedang
CBI049,720750000,782350000,61600000,-6.564862,106.563034,0.08546652792,Baik,43,Sedang,Sedang,Baik,Rendah,Rendah,-0.16906167423337937,Sedang,Sedang
TGR044,797550000,778700000,-18850000,-6.15449,106.574581,-0.02363488183,Kurang Baik,103,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19027648547066717,Sedang,Rendah
CKG043,582400000,777450000,195050000,-6.305598,106.911053,0.3349072802,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.12055782367238999,Sedang,Sedang
CBI067,337950000,777150000,439200000,-6.360693,106.976623,1.299600533,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06702715169074612,Sedang,Tinggi
JPA004,0,776850000,776850000,-6.527114,110.708918,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
TNG003,537850000,775700000,237850000,-6.2419,106.701951,0.4422236683,Sangat Baik,96,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09969011058393452,Sedang,Sedang
DPK043,707750000,775150000,67400000,-6.398561,106.851096,0.09523136701,Baik,48,Sedang,Sedang,Baik,Rendah,Rendah,-0.16716289750325705,Sedang,Sedang
PWT001,521500000,772550000,251050000,-7.512495,109.057957,0.4813998082,Sangat Baik,37,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.0920722950590157,Sedang,Sedang
GRT016,275550000,772350000,496800000,-7.160487,108.007294,1.802939575,Sangat Baik,37,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.16490162268847103,Sedang,Tinggi
CBI051,678000000,769950000,91950000,-6.63114,106.778999,0.135619469,Baik,41,Sedang,Sedang,Baik,Sedang,Sedang,-0.15930941548213973,Sedang,Sedang
KBM002,346050000,769450000,423400000,-7.664637,109.658134,1.223522612,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.05223377058743463,Sedang,Tinggi
GGP026,634900000,768350000,133450000,-6.168487,106.761917,0.2101905812,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.14480903393159236,Sedang,Sedang
DPK032,596900000,768050000,171150000,-6.440526,106.819966,0.2867314458,Baik,62,Sedang,Sedang,Baik,Sedang,Sedang,-0.12992563326657205,Sedang,Sedang
CLG003,803700000,767450000,-36250000,-6.026807,106.050868,-0.04510389449,Kurang Baik,53,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.1944511432690999,Sedang,Rendah
CBI032,576200000,766250000,190050000,-6.364692,106.954193,0.3298333912,Baik,58,Sedang,Sedang,Baik,Sedang,Sedang,-0.12154444334688005,Sedang,Sedang
SOR007,685500000,766100000,80600000,-6.956599,107.768283,0.1175784099,Baik,53,Sedang,Sedang,Baik,Sedang,Sedang,-0.16281750638769518,Sedang,Sedang
MJL003,743400000,765700000,22300000,-6.834516,108.236717,0.02999730966,Baik,52,Sedang,Rendah,Baik,Rendah,Rendah,-0.179847685134268,Sedang,Rendah
CKR022,806750000,765000000,-41750000,-6.321776,107.056828,-0.05175085218,Kurang Baik,56,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19574364675753983,Sedang,Rendah
DPK005,834750000,764700000,-70050000,-6.397715,106.81379,-0.08391734052,Kurang Baik,122,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2019984328310032,Sedang,Rendah
PML003,527600000,764150000,236550000,-6.900169,109.533212,0.4483510235,Sangat Baik,34,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09849864400023334,Sedang,Sedang
CBI036,605500000,763850000,158350000,-6.447273,106.786702,0.2615194055,Baik,55,Sedang,Sedang,Baik,Sedang,Sedang,-0.13482812423435162,Sedang,Sedang
NPH001,877000000,763600000,-113400000,-6.841683,107.48221,-0.129304447,Kurang Baik,61,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2108239732047368,Sedang,Rendah
TNG026,576200000,762800000,186600000,-6.185684,106.613827,0.3238458868,Baik,103,Sedang,Sedang,Baik,Sedang,Sedang,-0.12270871588854106,Sedang,Sedang
BKS034,699700000,762450000,62750000,-6.237459,106.94546,0.08968129198,Baik,74,Sedang,Sedang,Baik,Rendah,Rendah,-0.1682421117350808,Sedang,Sedang
SRG019,362250000,760700000,398450000,-6.2201169,106.0420588,1.099930987,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.028201331401792845,Sedang,Tinggi
UNR003,279700000,759400000,479700000,-7.132021,110.409416,1.715051841,Sangat Baik,31,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.1478118188889105,Sedang,Tinggi
CKG015,667050000,758900000,91850000,-6.226897,106.867061,0.1376958249,Baik,124,Sedang,Sedang,Baik,Sedang,Sedang,-0.15890566727594455,Sedang,Sedang
CBI048,448550000,758500000,309950000,-6.416788,106.937546,0.6910043473,Sangat Baik,44,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05131461152701887,Sedang,Sedang
CLP005,346000000,757350000,411350000,-7.696819,109.0187,1.188872832,Sangat Baik,33,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.045496107492173365,Sedang,Tinggi
SMD004,896950000,757200000,-139750000,-6.905149,107.798239,-0.1558057863,Kurang Baik,51,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21597716886071522,Sedang,Rendah
SKB002,747750000,756600000,8850000,-6.964922,106.939513,0.01183550652,Baik,45,Sedang,Rendah,Baik,Rendah,Rendah,-0.18337925476500672,Sedang,Rendah
TJP013,908600000,754450000,-154150000,-6.099628,106.934466,-0.1696566146,Kurang Baik,72,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21867046776984853,Sedang,Rendah
SRP001,242600000,753000000,510400000,-8.546087,115.402893,2.103874691,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.2234185721508158,Sedang,Extreme High
SMD015,11600000,752500000,740900000,-6.954315,107.76948,63.87068966,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,12.233999583876173,Extreme,Extreme High
DPK007,717050000,750000000,32950000,-6.316363,106.782731,0.04595216512,Baik,122,Sedang,Sedang,Baik,Rendah,Rendah,-0.1767452573317518,Sedang,Sedang
TJP002,504400000,747200000,242800000,-6.12961,106.918139,0.4813639968,Sangat Baik,121,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09207925859956832,Sedang,Sedang
KYB023,653000000,746150000,93150000,-6.263593,106.794741,0.1426493109,Baik,62,Sedang,Sedang,Baik,Sedang,Sedang,-0.15794246001127812,Sedang,Sedang
DPR018,104100000,743950000,639850000,-8.629578,115.209031,6.146493756,Sangat Baik,17,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,1.0095074097264083,Baik,Extreme High
KWG002,671400000,743250000,71850000,-6.31149,107.316332,0.1070151921,Baik,70,Sedang,Sedang,Baik,Sedang,Sedang,-0.16487152816613843,Sedang,Sedang
KWG028,669050000,742600000,73550000,-6.174243,107.432623,0.1099319931,Baik,43,Sedang,Sedang,Baik,Sedang,Sedang,-0.16430435508584984,Sedang,Sedang
BGR003,671700000,742250000,70550000,-6.556672,106.761978,0.1050320083,Baik,77,Sedang,Sedang,Baik,Sedang,Rendah,-0.16525715902152566,Sedang,Sedang
PWK011,623550000,741750000,118200000,-6.681443,107.559064,0.1895597787,Baik,39,Sedang,Sedang,Baik,Sedang,Sedang,-0.14882070144087736,Sedang,Sedang
MGW007,435650000,740750000,305100000,-8.580852,115.216899,0.700332836,Sangat Baik,41,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.04950068329865635,Sedang,Sedang
CBI022,547750000,740550000,192800000,-6.386849,106.93927,0.3519853948,Sangat Baik,67,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11723697769654073,Sedang,Sedang
BDG005,504850000,738150000,233300000,-6.932871,107.715969,0.4621174606,Sangat Baik,54,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09582175499251366,Sedang,Sedang
CBI054,614600000,737500000,122900000,-6.387552,106.631831,0.1999674585,Baik,40,Sedang,Sedang,Baik,Sedang,Sedang,-0.14679692408656933,Sedang,Sedang
CKR024,602600000,737150000,134550000,-6.190283,107.038673,0.2232824427,Baik,50,Sedang,Sedang,Baik,Sedang,Sedang,-0.14226331640966808,Sedang,Sedang
KWG047,439450000,736900000,297450000,-6.335511,107.342922,0.6768688133,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05406327156940906,Sedang,Sedang
MJL005,537200000,735950000,198750000,-6.783718,108.345657,0.3699739389,Sangat Baik,49,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11373909835300525,Sedang,Sedang
CKG005,751800000,735850000,-15950000,-6.27981,106.870866,-0.02121574887,Kurang Baik,126,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18980608413284852,Sedang,Rendah
TJP022,593550000,735000000,141450000,-6.115981,106.911057,0.2383118524,Baik,61,Sedang,Sedang,Baik,Sedang,Sedang,-0.13934084189239115,Sedang,Sedang
TJP005,842000000,734200000,-107800000,-6.114231,106.895998,-0.1280285036,Kurang Baik,118,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21057586551811308,Sedang,Rendah
BLA001,327850000,733650000,405800000,-6.971218,111.436604,1.237761171,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.055002463880840825,Sedang,Tinggi
PTI001,218200000,733350000,515150000,-6.75499,111.040848,2.360907424,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.27339868629319236,Sedang,Extreme High
BKS038,760000000,730850000,-29150000,-6.287616,106.953618,-0.03835526316,Kurang Baik,69,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19313886930211757,Sedang,Rendah
PWK009,496450000,729400000,232950000,-6.516015,107.42961,0.469231544,Sangat Baik,41,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09443841872946118,Sedang,Sedang
KWG039,597000000,728100000,131100000,-6.244606,107.359459,0.2195979899,Baik,32,Sedang,Sedang,Baik,Sedang,Sedang,-0.14297975967876797,Sedang,Sedang
SBR012,693200000,727900000,34700000,-6.650471,108.531925,0.0500577034,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.17594693382853366,Sedang,Sedang
TGR015,678050000,726800000,48750000,-6.26635,106.423812,0.0718973527,Baik,71,Sedang,Sedang,Baik,Rendah,Rendah,-0.1717002055923931,Sedang,Sedang
BKS009,776950000,725650000,-51300000,-6.294661,106.964657,-0.06602741489,Kurang Baik,116,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19851972988702435,Sedang,Rendah
KNG008,586000000,723100000,137100000,-6.971926,108.582117,0.2339590444,Baik,40,Sedang,Sedang,Baik,Sedang,Sedang,-0.14018724708810545,Sedang,Sedang
CJR012,334500000,722050000,387550000,-6.83049,107.134888,1.158594918,Sangat Baik,25,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.03960855542808252,Sedang,Tinggi
CKG028,547250000,721900000,174650000,-6.344139,106.870056,0.3191411603,Baik,79,Sedang,Sedang,Baik,Sedang,Sedang,-0.12362355177241528,Sedang,Sedang
GRT018,509900000,721700000,211800000,-7.153557,107.950684,0.4153755638,Sangat Baik,35,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10491073486689872,Sedang,Sedang
BDG011,590100000,720850000,130750000,-6.958764,107.612883,0.2215726148,Baik,37,Sedang,Sedang,Baik,Sedang,Sedang,-0.14259579310478931,Sedang,Sedang
KNG001,665400000,720650000,55250000,-6.931159,108.488319,0.08303276225,Baik,53,Sedang,Sedang,Baik,Rendah,Rendah,-0.16953492090730551,Sedang,Sedang
TSM007,468400000,720550000,252150000,-7.289932,108.200073,0.5383219471,Sangat Baik,26,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08100376317887491,Sedang,Sedang
BKS017,566450000,718950000,152500000,-6.229692,107.010716,0.2692205843,Baik,97,Sedang,Sedang,Baik,Sedang,Sedang,-0.13333062704415968,Sedang,Sedang
CLG004,505000000,717700000,212700000,-6.022676,106.064926,0.4211881188,Sangat Baik,46,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10378048130359538,Sedang,Sedang
SOR010,645050000,717650000,72600000,-7.049141,107.76368,0.1125494148,Baik,53,Sedang,Sedang,Baik,Sedang,Sedang,-0.1637953964260019,Sedang,Sedang
BJR003,648400000,717500000,69100000,-7.369652,108.540561,0.1065700185,Baik,46,Sedang,Sedang,Baik,Sedang,Rendah,-0.1649580923444883,Sedang,Sedang
SBR019,413700000,714800000,301100000,-6.598115,108.421993,0.7278220933,Sangat Baik,37,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.0441553866062574,Sedang,Tinggi
CPT024,438700000,714450000,275750000,-6.358809,106.695892,0.6285616594,Sangat Baik,55,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06345661629105334,Sedang,Sedang
IDM001,843400000,714350000,-129050000,-6.314372,107.990609,-0.1530116196,Kurang Baik,54,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21543384206739652,Sedang,Rendah
KNG002,644200000,714100000,69900000,-6.972306,108.577789,0.1085066749,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.1645815087599899,Sedang,Sedang
KJN002,423350000,713350000,290000000,-7.031634,109.62518,0.6850124011,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05247974777840435,Sedang,Sedang
SOR025,551050000,713300000,162250000,-7.04646,107.600769,0.2944378913,Baik,40,Sedang,Sedang,Baik,Sedang,Sedang,-0.12842711196453227,Sedang,Sedang
CPT002,499300000,712400000,213100000,-6.311128,106.72627,0.4267975165,Sangat Baik,96,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10268973175569254,Sedang,Sedang
GRT024,304900000,712150000,407250000,-7.6440724,107.7227501,1.335683831,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.07404356291442242,Sedang,Tinggi
CJR011,468200000,711800000,243600000,-6.811328,107.126373,0.5202904742,Sangat Baik,31,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08450999004414024,Sedang,Sedang
PWK002,463000000,711350000,248350000,-6.515842,107.453486,0.5363930886,Sangat Baik,63,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08137883045870846,Sedang,Sedang
DPR015,385750000,709950000,324200000,-8.653554,115.204674,0.8404406999,Sangat Baik,38,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.02225665508390533,Sedang,Tinggi
SMD007,682550000,709950000,27400000,-6.797986,108.000771,0.04014357922,Baik,45,Sedang,Sedang,Baik,Rendah,Rendah,-0.1778747391020281,Sedang,Sedang
KWG040,788750000,709850000,-78900000,-6.158849,107.296921,-0.1000316957,Kurang Baik,30,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20513187541563768,Sedang,Rendah
CBI030,654250000,708900000,54650000,-6.570128,106.624321,0.08353076041,Baik,60,Sedang,Sedang,Baik,Rendah,Rendah,-0.1694380849728742,Sedang,Sedang
NPH003,685000000,708750000,23750000,-6.74823,107.445657,0.03467153285,Baik,49,Sedang,Sedang,Baik,Rendah,Rendah,-0.17893878063079705,Sedang,Sedang
SBR008,560900000,708400000,147500000,-6.872343,108.721748,0.2629702264,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.13454601155035292,Sedang,Sedang
SLW008,449050000,706350000,257300000,-7.092615,109.026676,0.5729874179,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07426304900149727,Sedang,Sedang
TGR047,326750000,706250000,379500000,-6.29424348,106.4148688,1.161438409,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.04016147335057462,Sedang,Tinggi
KJN003,356850000,705050000,348200000,-6.961917,109.647072,0.9757601233,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.004056259027359165,Sedang,Tinggi
TGR023,556100000,704550000,148450000,-6.107921,106.518348,0.2669483906,Baik,57,Sedang,Sedang,Baik,Sedang,Sedang,-0.13377245598615514,Sedang,Sedang
CBI047,844400000,704400000,-140000000,-6.480912,106.466576,-0.1657981999,Kurang Baik,45,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21792019754214714,Sedang,Rendah
TNG020,456900000,703450000,246550000,-6.152157,106.674407,0.5396147954,Sangat Baik,39,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08075236832792113,Sedang,Sedang
SBR033,472300000,703250000,230950000,-6.702462,108.508405,0.4889900487,Sangat Baik,27,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.09059636986407918,Sedang,Sedang
CPT021,493150000,701200000,208050000,-6.254111,106.6695,0.4218797526,Sangat Baik,57,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1036459928442258,Sedang,Sedang
CBI013,801000000,700200000,-100800000,-6.41399,106.962967,-0.1258426966,Kurang Baik,74,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2101508345032765,Sedang,Rendah
TJP015,527050000,700200000,173150000,-6.112777,106.907824,0.3285267052,Baik,68,Sedang,Sedang,Baik,Sedang,Sedang,-0.12179852894393997,Sedang,Sedang
GRT004,520850000,699900000,179050000,-7.187595,107.889512,0.3437649995,Baik,52,Sedang,Sedang,Baik,Sedang,Sedang,-0.11883543673556693,Sedang,Sedang
TJP004,690000000,699500000,9500000,-6.128519,106.917345,0.01376811594,Baik,118,Sedang,Rendah,Baik,Rendah,Rendah,-0.18300345811733137,Sedang,Rendah
IDM006,452050000,699300000,247250000,-6.397778,108.168008,0.5469527707,Sangat Baik,48,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07932549619849495,Sedang,Sedang
BBS005,371700000,695600000,323900000,-6.966468,109.055872,0.871401668,Sangat Baik,31,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.01623628288642153,Sedang,Tinggi
PWK008,526300000,692700000,166400000,-6.606949,107.413637,0.3161694851,Baik,48,Sedang,Sedang,Baik,Sedang,Sedang,-0.1242013951620744,Sedang,Sedang
CKR035,216450000,690700000,474250000,-6.265198,107.187387,2.191037191,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.24036735391914757,Sedang,Extreme High
PWT011,413250000,688600000,275350000,-7.412307,109.271164,0.6663036903,Sangat Baik,27,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.056117663814727665,Sedang,Sedang
MJL008,550800000,688550000,137750000,-7.01743,108.368462,0.2500907771,Baik,45,Sedang,Sedang,Baik,Sedang,Sedang,-0.1370504254379995,Sedang,Sedang
KNG004,571750000,687850000,116100000,-7.004241,108.45485,0.2030607783,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.14619542685748732,Sedang,Sedang
PDG003,793700000,687600000,-106100000,-6.316256,106.10115,-0.133677712,Kurang Baik,49,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2116743562719972,Sedang,Rendah
CBI028,550650000,686850000,136200000,-6.390036,106.9809,0.2473440479,Baik,61,Sedang,Sedang,Baik,Sedang,Sedang,-0.13758452799113308,Sedang,Sedang
SKT001,488550000,685950000,197400000,-7.545986,110.820518,0.4040528093,Sangat Baik,29,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10711244884982597,Sedang,Sedang
SRG007,529600000,685600000,156000000,-6.212005,106.133812,0.2945619335,Baik,52,Sedang,Sedang,Baik,Sedang,Sedang,-0.12840299191086396,Sedang,Sedang
SLW004,516450000,685250000,168800000,-6.941555,109.136485,0.3268467422,Baik,37,Sedang,Sedang,Baik,Sedang,Sedang,-0.12212519839772883,Sedang,Sedang
BGR002,626650000,684800000,58150000,-6.590025,106.774077,0.09279502114,Baik,80,Sedang,Sedang,Baik,Rendah,Rendah,-0.16763664589806912,Sedang,Sedang
BBS001,493200000,683950000,190750000,-6.846232,108.816365,0.3867599351,Sangat Baik,44,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11047505491278899,Sedang,Sedang
CKR006,533150000,683900000,150750000,-6.265489,107.081825,0.2827534465,Baik,82,Sedang,Sedang,Baik,Sedang,Sedang,-0.1306991567659012,Sedang,Sedang
TNG036,0,683700000,683700000,-6.165028,106.634628,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
GRT007,473050000,680350000,207300000,-7.100834,107.957275,0.4382200613,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10046861351041282,Sedang,Sedang
TGR019,393450000,679500000,286050000,-6.128079,106.588382,0.7270301182,Sangat Baik,66,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.04430938647014215,Sedang,Tinggi
GGP011,615850000,679050000,63200000,-6.20929,106.758929,0.1026223918,Baik,91,Sedang,Sedang,Baik,Rendah,Rendah,-0.1657257098800241,Sedang,Sedang
KDS001,182550000,678300000,495750000,-6.80418,110.866932,2.71569433,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.34238713710696717,Sedang,Extreme High
SOR032,582750000,677500000,94750000,-6.962252,107.754913,0.1625911626,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.15406475925097712,Sedang,Sedang
TNG002,684150000,676350000,-7800000,-6.251636,106.702804,-0.01140100855,Kurang Baik,98,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18789760408929163,Sedang,Rendah
BKS048,683600000,675250000,-8350000,-6.283537,106.930427,-0.01221474547,Kurang Baik,59,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18805583554747507,Sedang,Rendah
PWT004,340650000,675100000,334450000,-7.407932,109.245499,0.981799501,Sangat Baik,33,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.005230618352227439,Sedang,Tinggi
BGR005,572700000,674650000,101950000,-6.575624,106.752323,0.1780164135,Baik,75,Sedang,Sedang,Baik,Sedang,Sedang,-0.15106531325957184,Sedang,Sedang
SLW005,225150000,674500000,449350000,-6.907481,109.126575,1.995780591,Sangat Baik,37,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.20239963268322092,Sedang,Extreme High
TSM001,589850000,674050000,84200000,-7.306899,108.207988,0.1427481563,Baik,51,Sedang,Sedang,Baik,Sedang,Sedang,-0.15792323948509537,Sedang,Sedang
BKS042,533500000,673600000,140100000,-6.202754,107.002104,0.2626054358,Baik,65,Sedang,Sedang,Baik,Sedang,Sedang,-0.1346169452233263,Sedang,Sedang
SNG017,396550000,672600000,276050000,-6.52541,107.790912,0.6961291136,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05031809874190601,Sedang,Sedang
SRG020,340550000,672450000,331900000,-6.1152151,106.140945,0.9745999119,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.0038306554728061095,Sedang,Tinggi
SBM020,312350000,671250000,358900000,-6.953749,106.767824,1.149031535,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.03774895191241955,Sedang,Tinggi
CBN003,515450000,670900000,155450000,-6.741668,108.545372,0.3015811427,Baik,50,Sedang,Sedang,Baik,Sedang,Sedang,-0.12703810397262139,Sedang,Sedang
SNG022,222600000,670500000,447900000,-6.284534,107.874196,2.01212938,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.2055786610146422,Sedang,Extreme High
BDG003,377050000,670350000,293300000,-6.954744,107.593483,0.7778809177,Sangat Baik,54,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.03442142887977132,Sedang,Tinggi
SNG010,587950000,669900000,81950000,-6.318588,107.694493,0.1393826006,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.15857767309001108,Sedang,Sedang
PWK016,299450000,668300000,368850000,-6.540828,107.450936,1.231758223,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.05383518832519882,Sedang,Tinggi
SNG006,626900000,667250000,40350000,-6.559173,107.770578,0.06436433243,Baik,52,Sedang,Sedang,Baik,Rendah,Rendah,-0.17316500429152004,Sedang,Sedang
SLW003,406050000,666700000,260650000,-6.901582,109.188248,0.6419160202,Sangat Baik,37,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06085985567892351,Sedang,Sedang
PDG010,301350000,665750000,364400000,-6.401382,105.9922735,1.209225153,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.04945362416629398,Sedang,Tinggi
CBI080,0,664250000,664250000,-6.68728353,106.9399964,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
